"p2"	"p31"	"p32"	"p33"	"arc_length"
0.00000e+00	2.44467e+00	0.00000e+00	0.00000e+00	4.31281e+01
0.00000e+00	2.44142e+00	0.00000e+00	0.00000e+00	4.33013e+01
0.00000e+00	2.43817e+00	0.00000e+00	0.00000e+00	4.34745e+01
0.00000e+00	2.43485e+00	0.00000e+00	0.00000e+00	4.36477e+01
0.00000e+00	2.43156e+00	0.00000e+00	0.00000e+00	4.38209e+01
0.00000e+00	2.42837e+00	0.00000e+00	0.00000e+00	4.39941e+01
0.00000e+00	2.42524e+00	0.00000e+00	0.00000e+00	4.41673e+01
0.00000e+00	2.42211e+00	0.00000e+00	0.00000e+00	4.43405e+01
0.00000e+00	2.41897e+00	0.00000e+00	0.00000e+00	4.45137e+01
0.00000e+00	2.41584e+00	0.00000e+00	0.00000e+00	4.46869e+01
0.00000e+00	2.41271e+00	0.00000e+00	0.00000e+00	4.48601e+01
0.00000e+00	2.40957e+00	0.00000e+00	0.00000e+00	4.50333e+01
0.00000e+00	2.40643e+00	0.00000e+00	0.00000e+00	4.52065e+01
0.00000e+00	2.40330e+00	0.00000e+00	0.00000e+00	4.53797e+01
0.00000e+00	2.40016e+00	0.00000e+00	0.00000e+00	4.55529e+01
0.00000e+00	2.39702e+00	0.00000e+00	0.00000e+00	4.57261e+01
0.00000e+00	2.39389e+00	0.00000e+00	0.00000e+00	4.58993e+01
0.00000e+00	2.39075e+00	0.00000e+00	0.00000e+00	4.60726e+01
0.00000e+00	2.38761e+00	0.00000e+00	0.00000e+00	4.62458e+01
0.00000e+00	2.38448e+00	0.00000e+00	0.00000e+00	4.64190e+01
0.00000e+00	2.38134e+00	0.00000e+00	0.00000e+00	4.65922e+01
0.00000e+00	2.37820e+00	0.00000e+00	0.00000e+00	4.67654e+01
0.00000e+00	2.37505e+00	0.00000e+00	0.00000e+00	4.69386e+01
0.00000e+00	2.37189e+00	0.00000e+00	0.00000e+00	4.71118e+01
0.00000e+00	2.36890e+00	0.00000e+00	0.00000e+00	4.72850e+01
0.00000e+00	2.36598e+00	0.00000e+00	0.00000e+00	4.74582e+01
0.00000e+00	2.36309e+00	0.00000e+00	0.00000e+00	4.76314e+01
0.00000e+00	2.36020e+00	0.00000e+00	0.00000e+00	4.78046e+01
0.00000e+00	2.35731e+00	0.00000e+00	0.00000e+00	4.79778e+01
0.00000e+00	2.35441e+00	0.00000e+00	0.00000e+00	4.81510e+01
0.00000e+00	2.35152e+00	0.00000e+00	0.00000e+00	4.83242e+01
0.00000e+00	2.34863e+00	0.00000e+00	0.00000e+00	4.84974e+01
0.00000e+00	2.34574e+00	0.00000e+00	0.00000e+00	4.86706e+01
0.00000e+00	2.34285e+00	0.00000e+00	0.00000e+00	4.88438e+01
0.00000e+00	2.33996e+00	0.00000e+00	0.00000e+00	4.90170e+01
0.00000e+00	2.33707e+00	0.00000e+00	0.00000e+00	4.91902e+01
0.00000e+00	2.33418e+00	0.00000e+00	0.00000e+00	4.93634e+01
0.00000e+00	2.33129e+00	0.00000e+00	0.00000e+00	4.95367e+01
0.00000e+00	2.32840e+00	0.00000e+00	0.00000e+00	4.97099e+01
0.00000e+00	2.32551e+00	0.00000e+00	0.00000e+00	4.98831e+01
0.00000e+00	2.32262e+00	0.00000e+00	0.00000e+00	5.00563e+01
0.00000e+00	2.31972e+00	0.00000e+00	0.00000e+00	5.02295e+01
0.00000e+00	2.31677e+00	0.00000e+00	0.00000e+00	5.04027e+01
0.00000e+00	2.31382e+00	0.00000e+00	0.00000e+00	5.05759e+01
0.00000e+00	2.31107e+00	0.00000e+00	0.00000e+00	5.07491e+01
0.00000e+00	2.30834e+00	0.00000e+00	0.00000e+00	5.09223e+01
0.00000e+00	2.30562e+00	0.00000e+00	0.00000e+00	5.10955e+01
0.00000e+00	2.30289e+00	0.00000e+00	0.00000e+00	5.12687e+01
0.00000e+00	2.30016e+00	0.00000e+00	0.00000e+00	5.14419e+01
0.00000e+00	2.29743e+00	0.00000e+00	0.00000e+00	5.16151e+01
0.00000e+00	2.29470e+00	0.00000e+00	0.00000e+00	5.17883e+01
0.00000e+00	2.29197e+00	0.00000e+00	0.00000e+00	5.19615e+01
0.00000e+00	2.28924e+00	0.00000e+00	0.00000e+00	5.21347e+01
0.00000e+00	2.28651e+00	0.00000e+00	0.00000e+00	5.23079e+01
0.00000e+00	2.28378e+00	0.00000e+00	0.00000e+00	5.24811e+01
0.00000e+00	2.28105e+00	0.00000e+00	0.00000e+00	5.26543e+01
0.00000e+00	2.27832e+00	0.00000e+00	0.00000e+00	5.28275e+01
0.00000e+00	2.27559e+00	0.00000e+00	0.00000e+00	5.30008e+01
0.00000e+00	2.27286e+00	0.00000e+00	0.00000e+00	5.31740e+01
0.00000e+00	2.27013e+00	0.00000e+00	0.00000e+00	5.33472e+01
0.00000e+00	2.26738e+00	0.00000e+00	0.00000e+00	5.35204e+01
0.00000e+00	2.26474e+00	0.00000e+00	0.00000e+00	5.36936e+01
0.00000e+00	2.26215e+00	0.00000e+00	0.00000e+00	5.38668e+01
0.00000e+00	2.25956e+00	0.00000e+00	0.00000e+00	5.40400e+01
0.00000e+00	2.25697e+00	0.00000e+00	0.00000e+00	5.42132e+01
0.00000e+00	2.25438e+00	0.00000e+00	0.00000e+00	5.43864e+01
0.00000e+00	2.25179e+00	0.00000e+00	0.00000e+00	5.45596e+01
0.00000e+00	2.24920e+00	0.00000e+00	0.00000e+00	5.47328e+01
0.00000e+00	2.24661e+00	0.00000e+00	0.00000e+00	5.49060e+01
0.00000e+00	2.24402e+00	0.00000e+00	0.00000e+00	5.50792e+01
0.00000e+00	2.24143e+00	0.00000e+00	0.00000e+00	5.52524e+01
0.00000e+00	2.23884e+00	0.00000e+00	0.00000e+00	5.54256e+01
0.00000e+00	2.23625e+00	0.00000e+00	0.00000e+00	5.55988e+01
0.00000e+00	2.23366e+00	0.00000e+00	0.00000e+00	5.57720e+01
0.00000e+00	2.23107e+00	0.00000e+00	0.00000e+00	5.59452e+01
0.00000e+00	2.22848e+00	0.00000e+00	0.00000e+00	5.61185e+01
0.00000e+00	2.22589e+00	0.00000e+00	0.00000e+00	5.62917e+01
0.00000e+00	2.22330e+00	0.00000e+00	0.00000e+00	5.64649e+01
0.00000e+00	2.22070e+00	0.00000e+00	0.00000e+00	5.66381e+01
0.00000e+00	2.21810e+00	0.00000e+00	0.00000e+00	5.68113e+01
0.00000e+00	2.21560e+00	0.00000e+00	0.00000e+00	5.69845e+01
0.00000e+00	2.21317e+00	0.00000e+00	0.00000e+00	5.71577e+01
0.00000e+00	2.21071e+00	0.00000e+00	0.00000e+00	5.73309e+01
0.00000e+00	2.20824e+00	0.00000e+00	0.00000e+00	5.75041e+01
0.00000e+00	2.20578e+00	0.00000e+00	0.00000e+00	5.76773e+01
0.00000e+00	2.20332e+00	0.00000e+00	0.00000e+00	5.78505e+01
0.00000e+00	2.20086e+00	0.00000e+00	0.00000e+00	5.80237e+01
0.00000e+00	2.19840e+00	0.00000e+00	0.00000e+00	5.81969e+01
0.00000e+00	2.19594e+00	0.00000e+00	0.00000e+00	5.83701e+01
0.00000e+00	2.19348e+00	0.00000e+00	0.00000e+00	5.85433e+01
0.00000e+00	2.19102e+00	0.00000e+00	0.00000e+00	5.87165e+01
0.00000e+00	2.18856e+00	0.00000e+00	0.00000e+00	5.88897e+01
0.00000e+00	2.18610e+00	0.00000e+00	0.00000e+00	5.90629e+01
0.00000e+00	2.18364e+00	0.00000e+00	0.00000e+00	5.92361e+01
0.00000e+00	2.18117e+00	0.00000e+00	0.00000e+00	5.94093e+01
0.00000e+00	2.17871e+00	0.00000e+00	0.00000e+00	5.95826e+01
0.00000e+00	2.17625e+00	0.00000e+00	0.00000e+00	5.97558e+01
0.00000e+00	2.17379e+00	0.00000e+00	0.00000e+00	5.99290e+01
0.00000e+00	2.17133e+00	0.00000e+00	0.00000e+00	6.01022e+01
0.00000e+00	2.16887e+00	0.00000e+00	0.00000e+00	6.02754e+01
0.00000e+00	2.16641e+00	0.00000e+00	0.00000e+00	6.04486e+01
0.00000e+00	2.16398e+00	0.00000e+00	0.00000e+00	6.06218e+01
0.00000e+00	2.16165e+00	0.00000e+00	0.00000e+00	6.07950e+01
0.00000e+00	2.15932e+00	0.00000e+00	0.00000e+00	6.09682e+01
0.00000e+00	2.15699e+00	0.00000e+00	0.00000e+00	6.11414e+01
0.00000e+00	2.15466e+00	0.00000e+00	0.00000e+00	6.13146e+01
0.00000e+00	2.15232e+00	0.00000e+00	0.00000e+00	6.14878e+01
0.00000e+00	2.14999e+00	0.00000e+00	0.00000e+00	6.16610e+01
0.00000e+00	2.14766e+00	0.00000e+00	0.00000e+00	6.18342e+01
0.00000e+00	2.14533e+00	0.00000e+00	0.00000e+00	6.20074e+01
0.00000e+00	2.14300e+00	0.00000e+00	0.00000e+00	6.21806e+01
0.00000e+00	2.14067e+00	0.00000e+00	0.00000e+00	6.23538e+01
0.00000e+00	2.13834e+00	0.00000e+00	0.00000e+00	6.25270e+01
0.00000e+00	2.13601e+00	0.00000e+00	0.00000e+00	6.27002e+01
0.00000e+00	2.13368e+00	0.00000e+00	0.00000e+00	6.28734e+01
0.00000e+00	2.13135e+00	0.00000e+00	0.00000e+00	6.30467e+01
0.00000e+00	2.12901e+00	0.00000e+00	0.00000e+00	6.32199e+01
0.00000e+00	2.12668e+00	0.00000e+00	0.00000e+00	6.33931e+01
0.00000e+00	2.12435e+00	0.00000e+00	0.00000e+00	6.35663e+01
0.00000e+00	2.12208e+00	0.00000e+00	0.00000e+00	6.37395e+01
0.00000e+00	2.11983e+00	0.00000e+00	0.00000e+00	6.39127e+01
0.00000e+00	2.11759e+00	0.00000e+00	0.00000e+00	6.40859e+01
0.00000e+00	2.11535e+00	0.00000e+00	0.00000e+00	6.42591e+01
0.00000e+00	2.11311e+00	0.00000e+00	0.00000e+00	6.44323e+01
0.00000e+00	2.11086e+00	0.00000e+00	0.00000e+00	6.46055e+01
0.00000e+00	2.10862e+00	0.00000e+00	0.00000e+00	6.47787e+01
0.00000e+00	2.10638e+00	0.00000e+00	0.00000e+00	6.49519e+01
0.00000e+00	2.10414e+00	0.00000e+00	0.00000e+00	6.51251e+01
0.00000e+00	2.10189e+00	0.00000e+00	0.00000e+00	6.52983e+01
0.00000e+00	2.09965e+00	0.00000e+00	0.00000e+00	6.54715e+01
0.00000e+00	2.09741e+00	0.00000e+00	0.00000e+00	6.56447e+01
0.00000e+00	2.09516e+00	0.00000e+00	0.00000e+00	6.58179e+01
0.00000e+00	2.09292e+00	0.00000e+00	0.00000e+00	6.59911e+01
0.00000e+00	2.09068e+00	0.00000e+00	0.00000e+00	6.61643e+01
0.00000e+00	2.08843e+00	0.00000e+00	0.00000e+00	6.63375e+01
0.00000e+00	2.08619e+00	0.00000e+00	0.00000e+00	6.65108e+01
0.00000e+00	2.08395e+00	0.00000e+00	0.00000e+00	6.66840e+01
0.00000e+00	2.08184e+00	0.00000e+00	0.00000e+00	6.68572e+01
0.00000e+00	2.07969e+00	0.00000e+00	0.00000e+00	6.70304e+01
0.00000e+00	2.07754e+00	0.00000e+00	0.00000e+00	6.72036e+01
0.00000e+00	2.07538e+00	0.00000e+00	0.00000e+00	6.73768e+01
0.00000e+00	2.07322e+00	0.00000e+00	0.00000e+00	6.75500e+01
0.00000e+00	2.07105e+00	0.00000e+00	0.00000e+00	6.77232e+01
0.00000e+00	2.06889e+00	0.00000e+00	0.00000e+00	6.78964e+01
0.00000e+00	2.06672e+00	0.00000e+00	0.00000e+00	6.80696e+01
0.00000e+00	2.06456e+00	0.00000e+00	0.00000e+00	6.82428e+01
0.00000e+00	2.06239e+00	0.00000e+00	0.00000e+00	6.84160e+01
0.00000e+00	2.06023e+00	0.00000e+00	0.00000e+00	6.85892e+01
0.00000e+00	2.05806e+00	0.00000e+00	0.00000e+00	6.87624e+01
0.00000e+00	2.05590e+00	0.00000e+00	0.00000e+00	6.89356e+01
0.00000e+00	2.05373e+00	0.00000e+00	0.00000e+00	6.91088e+01
0.00000e+00	2.05157e+00	0.00000e+00	0.00000e+00	6.92820e+01
0.00000e+00	2.04941e+00	0.00000e+00	0.00000e+00	6.94552e+01
0.00000e+00	2.04724e+00	0.00000e+00	0.00000e+00	6.96284e+01
0.00000e+00	2.04509e+00	0.00000e+00	0.00000e+00	6.98016e+01
0.00000e+00	2.04300e+00	0.00000e+00	0.00000e+00	6.99749e+01
0.00000e+00	2.04092e+00	0.00000e+00	0.00000e+00	7.01481e+01
0.00000e+00	2.03884e+00	0.00000e+00	0.00000e+00	7.03213e+01
0.00000e+00	2.03675e+00	0.00000e+00	0.00000e+00	7.04945e+01
0.00000e+00	2.03467e+00	0.00000e+00	0.00000e+00	7.06677e+01
0.00000e+00	2.03259e+00	0.00000e+00	0.00000e+00	7.08409e+01
0.00000e+00	2.03050e+00	0.00000e+00	0.00000e+00	7.10141e+01
0.00000e+00	2.02842e+00	0.00000e+00	0.00000e+00	7.11873e+01
0.00000e+00	2.02634e+00	0.00000e+00	0.00000e+00	7.13605e+01
0.00000e+00	2.02425e+00	0.00000e+00	0.00000e+00	7.15337e+01
0.00000e+00	2.02217e+00	0.00000e+00	0.00000e+00	7.17069e+01
0.00000e+00	2.02011e+00	0.00000e+00	0.00000e+00	7.18801e+01
0.00000e+00	2.01805e+00	0.00000e+00	0.00000e+00	7.20533e+01
0.00000e+00	2.01599e+00	0.00000e+00	0.00000e+00	7.22265e+01
0.00000e+00	2.01393e+00	0.00000e+00	0.00000e+00	7.23997e+01
0.00000e+00	2.01188e+00	0.00000e+00	0.00000e+00	7.25729e+01
0.00000e+00	2.00982e+00	0.00000e+00	0.00000e+00	7.27461e+01
0.00000e+00	2.00776e+00	0.00000e+00	0.00000e+00	7.29193e+01
0.00000e+00	2.00571e+00	0.00000e+00	0.00000e+00	7.30925e+01
0.00000e+00	2.00364e+00	0.00000e+00	0.00000e+00	7.32657e+01
0.00000e+00	2.00157e+00	0.00000e+00	0.00000e+00	7.34390e+01
0.00000e+00	1.99954e+00	0.00000e+00	0.00000e+00	7.36122e+01
0.00000e+00	1.99753e+00	0.00000e+00	0.00000e+00	7.37854e+01
0.00000e+00	1.99553e+00	0.00000e+00	0.00000e+00	7.39586e+01
0.00000e+00	1.99353e+00	0.00000e+00	0.00000e+00	7.41318e+01
0.00000e+00	1.99153e+00	0.00000e+00	0.00000e+00	7.43050e+01
0.00000e+00	1.98953e+00	0.00000e+00	0.00000e+00	7.44782e+01
0.00000e+00	1.98753e+00	0.00000e+00	0.00000e+00	7.46514e+01
0.00000e+00	1.98553e+00	0.00000e+00	0.00000e+00	7.48246e+01
0.00000e+00	1.98354e+00	0.00000e+00	0.00000e+00	7.49978e+01
0.00000e+00	1.98154e+00	0.00000e+00	0.00000e+00	7.51710e+01
0.00000e+00	1.97954e+00	0.00000e+00	0.00000e+00	7.53442e+01
0.00000e+00	1.97758e+00	0.00000e+00	0.00000e+00	7.55174e+01
2.20236e-02	1.97560e+00	2.20236e-02	0.00000e+00	7.56906e+01
9.52552e-02	1.97360e+00	9.52552e-02	0.00000e+00	7.58638e+01
1.58748e-01	1.97160e+00	1.58748e-01	0.00000e+00	7.60370e+01
1.95972e-01	1.96961e+00	1.95972e-01	0.00000e+00	7.62102e+01
2.33197e-01	1.96762e+00	2.33197e-01	0.00000e+00	7.63834e+01
2.95820e-01	1.96562e+00	2.95820e-01	0.00000e+00	7.65566e+01
4.03333e-01	1.96362e+00	4.03333e-01	0.00000e+00	7.67299e+01
4.28746e-01	1.96166e+00	4.28746e-01	0.00000e+00	7.69031e+01
3.63433e-01	1.95973e+00	3.63433e-01	0.00000e+00	7.70763e+01
2.80720e-01	1.95780e+00	2.80720e-01	0.00000e+00	7.72495e+01
1.98004e-01	1.95586e+00	1.98004e-01	0.00000e+00	7.74227e+01
1.25735e-01	1.95393e+00	1.25735e-01	0.00000e+00	7.75959e+01
5.80490e-02	1.95200e+00	5.80490e-02	0.00000e+00	7.77691e+01
0.00000e+00	1.95006e+00	0.00000e+00	0.00000e+00	7.79423e+01
0.00000e+00	1.94810e+00	0.00000e+00	0.00000e+00	7.81155e+01
0.00000e+00	1.94617e+00	0.00000e+00	0.00000e+00	7.82887e+01
0.00000e+00	1.94426e+00	0.00000e+00	0.00000e+00	7.84619e+01
3.41462e-02	1.94233e+00	3.41462e-02	0.00000e+00	7.86351e+01
7.71186e-02	1.94041e+00	7.71186e-02	0.00000e+00	7.88083e+01
1.20091e-01	1.93848e+00	1.20091e-01	0.00000e+00	7.89815e+01
1.63065e-01	1.93656e+00	1.63065e-01	0.00000e+00	7.91547e+01
2.05886e-01	1.93463e+00	2.05886e-01	0.00000e+00	7.93279e+01
2.46859e-01	1.93271e+00	2.46859e-01	0.00000e+00	7.95011e+01
2.87831e-01	1.93078e+00	2.87831e-01	0.00000e+00	7.96743e+01
3.28803e-01	1.92886e+00	3.28803e-01	0.00000e+00	7.98475e+01
3.68198e-01	1.92692e+00	3.68198e-01	0.00000e+00	8.00208e+01
4.02142e-01	1.92502e+00	4.02142e-01	0.00000e+00	8.01940e+01
3.54830e-01	1.92314e+00	3.54830e-01	0.00000e+00	8.03672e+01
3.07520e-01	1.92125e+00	3.07520e-01	0.00000e+00	8.05404e+01
2.60210e-01	1.91936e+00	2.60210e-01	0.00000e+00	8.07136e+01
2.12898e-01	1.91747e+00	2.12898e-01	0.00000e+00	8.08868e+01
1.65588e-01	1.91559e+00	1.65588e-01	0.00000e+00	8.10600e+01
1.18277e-01	1.91370e+00	1.18277e-01	0.00000e+00	8.12332e+01
7.09667e-02	1.91181e+00	7.09667e-02	0.00000e+00	8.14064e+01
2.36568e-02	1.90993e+00	2.36568e-02	0.00000e+00	8.15796e+01
4.90244e-03	1.90805e+00	4.90244e-03	0.00000e+00	8.17528e+01
1.47073e-02	1.90618e+00	1.47073e-02	0.00000e+00	8.19260e+01
2.45126e-02	1.90431e+00	2.45126e-02	0.00000e+00	8.20992e+01
3.43175e-02	1.90245e+00	3.43175e-02	0.00000e+00	8.22724e+01
4.41223e-02	1.90058e+00	4.41223e-02	0.00000e+00	8.24456e+01
5.39276e-02	1.89871e+00	5.39276e-02	0.00000e+00	8.26188e+01
6.37325e-02	1.89684e+00	6.37325e-02	0.00000e+00	8.27920e+01
7.35377e-02	1.89498e+00	7.35377e-02	0.00000e+00	8.29652e+01
8.33426e-02	1.89311e+00	8.33426e-02	0.00000e+00	8.31384e+01
1.15410e-01	1.89124e+00	1.15410e-01	0.00000e+00	8.33116e+01
2.41812e-01	1.88939e+00	2.41812e-01	0.00000e+00	8.34848e+01
4.40949e-01	1.88754e+00	4.40949e-01	0.00000e+00	8.36581e+01
6.40093e-01	1.88568e+00	6.40093e-01	0.00000e+00	8.38313e+01
8.39230e-01	1.88383e+00	8.39230e-01	0.00000e+00	8.40045e+01
1.03837e+00	1.88198e+00	1.03837e+00	0.00000e+00	8.41777e+01
1.23751e+00	1.88013e+00	1.23751e+00	0.00000e+00	8.43509e+01
1.43665e+00	1.87827e+00	1.43665e+00	0.00000e+00	8.45241e+01
1.43551e+00	1.87645e+00	1.43551e+00	0.00000e+00	8.46973e+01
1.43551e+00	1.87465e+00	1.43551e+00	0.00000e+00	8.48705e+01
1.47321e+00	1.87283e+00	1.47321e+00	0.00000e+00	8.50437e+01
1.52178e+00	1.87101e+00	1.52178e+00	0.00000e+00	8.52169e+01
1.57035e+00	1.86918e+00	1.57035e+00	0.00000e+00	8.53901e+01
1.61892e+00	1.86736e+00	1.61892e+00	0.00000e+00	8.55633e+01
1.66784e+00	1.86553e+00	1.66784e+00	0.00000e+00	8.57365e+01
1.70556e+00	1.86371e+00	1.70556e+00	0.00000e+00	8.59097e+01
1.74327e+00	1.86189e+00	1.74327e+00	0.00000e+00	8.60829e+01
1.78099e+00	1.86006e+00	1.78099e+00	0.00000e+00	8.62561e+01
